category,subcategory,title,price,description,rating,reviews,image_url,product_url,page_num
Computers,Laptops,$1399,1399.0,"Lenovo Legion Y720, 15.6"" FHD IPS, Core i7-7700HQ, 8GB, 128GB SSD + 2TB HDD, GeForce GTX 1060 6GB, DOS, RGB backlit keyboard",8 reviews,,,https://webscraper.io/test-sites/e-commerce/static/product/56,5
Computers,Laptops,$1769,1769.0,"Asus ROG Strix GL702ZC-GC154T, 17.3"" FHD, Ryzen 7 1700, 16GB, 256GB + 1TB HDD, Radeon RX 580 4GB, Windows 10 Home",7 reviews,,,https://webscraper.io/test-sites/e-commerce/static/product/57,5
Computers,Laptops,$1769,1769.0,"Asus ROG Strix GL702ZC-GC209T, 17.3"" FHD IPS, Ryzen 7 1700, 16GB, 256GB SSD + 1TB HDD, Radeon RX 580 4GB, Windows 10 Home",8 reviews,,,https://webscraper.io/test-sites/e-commerce/static/product/58,5
Computers,Laptops,$1799,1799.0,"Asus ROG Strix SCAR Edition GL503VM-ED115T, 15.6"" FHD 120Hz, Core i7-7700HQ, 16GB, 256GB SSD + 1TB SSHD, GeForce GTX 1060 6GB, Windows 10 Home",8 reviews,,,https://webscraper.io/test-sites/e-commerce/static/product/59,5
Computers,Laptops,$295.99,295.99,"Asus VivoBook X441NA-GA190 Chocolate Black, 14"", Celeron N3450, 4GB, 128GB SSD, Endless OS, ENG kbd",14 reviews,,,https://webscraper.io/test-sites/e-commerce/static/product/60,5
Computers,Laptops,$299,299.0,"Prestigio SmartBook 133S Dark Grey, 13.3"" FHD IPS, Celeron N3350 1.1GHz, 4GB, 32GB, Windows 10 Pro + Office 365 1 gadam",8 reviews,,,https://webscraper.io/test-sites/e-commerce/static/product/61,6
Computers,Laptops,$299,299.0,"Prestigio SmartBook 133S Gold, 13.3"" FHD IPS, Celeron N3350 1.1GHz, 4GB, 32GB, Windows 10 Pro + Office 365 1 gadam",12 reviews,,,https://webscraper.io/test-sites/e-commerce/static/product/62,6
Computers,Laptops,$321.94,321.94,"Lenovo V110-15IAP, 15.6"" HD, Celeron N3350 1.1GHz, 4GB, 128GB SSD, Windows 10 Home",5 reviews,,,https://webscraper.io/test-sites/e-commerce/static/product/63,6
Computers,Laptops,$356.49,356.49,"Asus VivoBook 15 X540NA-GQ008T Chocolate Black, 15.6"" HD, Pentium N4200, 4GB, 500GB, Windows 10 Home, En kbd",6 reviews,,,https://webscraper.io/test-sites/e-commerce/static/product/64,6
Computers,Laptops,$364.46,364.46,"Hewlett Packard 250 G6 Dark Ash Silver, 15.6"" HD, Celeron N3060 1.6GHz, 4GB, 128GB SSD, DOS",12 reviews,,,https://webscraper.io/test-sites/e-commerce/static/product/65,6
Computers,Laptops,$372.7,372.7,"Acer Aspire 3 A315-31 Black, 15.6"" HD, Celeron N3350 1.1GHz, 4GB, 128GB SSD, Windows 10 Home",2 reviews,,,https://webscraper.io/test-sites/e-commerce/static/product/66,6
Computers,Laptops,$379.94,379.94,"Acer Aspire A315-31-C33J Black 15.6"", HD, Celeron N3350, 4GB DDR3L, 128GB, Windows 10 Home, ENG",0 reviews,,,https://webscraper.io/test-sites/e-commerce/static/product/67,7
Computers,Laptops,$379.95,379.95,"Acer Aspire ES1-572 Black, 15.6"" HD, Core i3-6006U, 4GB, 128GB SSD, Linux",9 reviews,,,https://webscraper.io/test-sites/e-commerce/static/product/68,7
Computers,Laptops,$391.48,391.48,"Acer Aspire 3 A315-31 Black, 15.6"" HD, Pentium N4200 1.1GHz, 4GB, 128GB SSD, Windows 10 Home",10 reviews,,,https://webscraper.io/test-sites/e-commerce/static/product/69,7
Computers,Laptops,$393.88,393.88,"Acer Aspire 3 A315-21, 15.6"", AMD A4-9120. 4GB. 128GB SSD, Linux",9 reviews,,,https://webscraper.io/test-sites/e-commerce/static/product/70,7
Computers,Laptops,$399.99,399.99,"Asus VivoBook E502NA-GO022T Dark Blue, 15.6"" HD, Pentium N4200 1.1GHz, 4GB, 128GB SSD, Windows 10 Home, En/Ru kbd",3 reviews,,,https://webscraper.io/test-sites/e-commerce/static/product/71,7
Computers,Laptops,$404.23,404.23,"Lenovo ThinkPad E31-80, 13.3"" HD, Celeron 3855U 1.6GHz, 4GB, 128GB SSD, Windows 10 Home",12 reviews,,,https://webscraper.io/test-sites/e-commerce/static/product/72,7
Computers,Laptops,$408.98,408.98,"Acer Aspire 3 A315-31 Black, 15.6"" HD, Pentium N4200 1.1GHz, 4GB, 128GB SSD, Windows 10 Home",10 reviews,,,https://webscraper.io/test-sites/e-commerce/static/product/73,8
Computers,Laptops,$409.63,409.63,"Lenovo V110-15ISK, 15.6"" HD, Core i3-6006U, 8GB, 128GB SSD, Windows 10 Home",9 reviews,,,https://webscraper.io/test-sites/e-commerce/static/product/74,8
Computers,Laptops,$410.46,410.46,"Acer Aspire ES1-732 Black, 17.3"" HD+, Celeron, N3350, 4GB, 1TB, Windows 10 Home",14 reviews,,,https://webscraper.io/test-sites/e-commerce/static/product/75,8
Computers,Laptops,$410.66,410.66,"Asus VivoBook 15 X540NA-GQ026T Chocolate Black, 15.6"" HD, Pentium N4200, 4GB, 128GB SSD, Windows 10 Home, En/Ru kbd",4 reviews,,,https://webscraper.io/test-sites/e-commerce/static/product/76,8
Computers,Laptops,$433.3,433.3,"Asus EeeBook R416NA-FA014T, 14"" FHD, Pentium N4200, 4GB, 128GB eMMC, Windows 10 Home, Eng kbd",1 reviews,,,https://webscraper.io/test-sites/e-commerce/static/product/77,8
Computers,Laptops,$436.29,436.29,"Acer Aspire 3 A315-51, 15.6"" HD, Core i3-6006U, 4GB, 1TB, Windows 10 Home",1 reviews,,,https://webscraper.io/test-sites/e-commerce/static/product/78,8
Computers,Laptops,$436.29,436.29,"Acer Aspire ES1-572 Black, 15.6"" HD, Core i3-6006U, 4GB, 500GB, Windows 10 Home",2 reviews,,,https://webscraper.io/test-sites/e-commerce/static/product/79,9
Computers,Laptops,$439.73,439.73,"Acer Extensa 15 (2540) Black, 15.6"" HD, Core i5-7200U, 4GB, 500GB, Linux",6 reviews,,,https://webscraper.io/test-sites/e-commerce/static/product/80,9
Computers,Laptops,$454.62,454.62,"Acer Aspire ES1-572 Black, 15.6"" HD, Core i5-7200U, 4GB, 500GB, Linux",9 reviews,,,https://webscraper.io/test-sites/e-commerce/static/product/81,9
Computers,Laptops,$454.73,454.73,"Lenovo V110-15ISK, 15.6"" HD, Core i3-6006U, 4GB, 128GB SSD, Windows 10 Pro",2 reviews,,,https://webscraper.io/test-sites/e-commerce/static/product/82,9
Computers,Laptops,$457.38,457.38,"Acer Aspire A315-51-33TG, Black 15.6"" HD, Core i3-7100U, 4GB DDR4, 128GB SSD, Windows 10 Home, ENG",9 reviews,,,https://webscraper.io/test-sites/e-commerce/static/product/83,9
Computers,Laptops,$465.95,465.95,"Lenovo V110-15IKB, 15.6"" HD, Core i5-7200U, 4GB, 500GB, DOS",7 reviews,,,https://webscraper.io/test-sites/e-commerce/static/product/84,9
Computers,Laptops,$468.56,468.56,"Asus VivoBook 15 X540UA-DM260 Chocolate Black, 15.6"" FHD, Core i3-6006U, 4GB, 256GB SSD, Endless OS, En kbd",1 reviews,,,https://webscraper.io/test-sites/e-commerce/static/product/85,10
Computers,Laptops,$469.1,469.1,"Acer Aspire ES1-572 Black, 15.6"" HD, Core i3-6006U, 4GB, 128GB SSD, Windows 10 Home",5 reviews,,,https://webscraper.io/test-sites/e-commerce/static/product/86,10
Computers,Laptops,$484.23,484.23,"Lenovo V510 Black, 14"" HD, Core i3-6006U, 4GB, 128GB SSD, Windows 10 Home",8 reviews,,,https://webscraper.io/test-sites/e-commerce/static/product/87,10
Computers,Laptops,$485.9,485.9,"Acer Aspire ES1-572 Black, 15.6"" HD, Core i5-7200U, 4GB, 128GB SSD, Linux",6 reviews,,,https://webscraper.io/test-sites/e-commerce/static/product/88,10
Computers,Laptops,$487.8,487.8,"Lenovo V510 Black, 15.6"" HD, Core i3-6006U, 4GB, 128GB SSD, Windows 10 Home",9 reviews,,,https://webscraper.io/test-sites/e-commerce/static/product/89,10
Computers,Laptops,$488.64,488.64,"Acer Swift 1 SF113-31 Silver, 13.3"" FHD, Pentium N4200, 4GB, 128GB SSD, Windows 10 Home",4 reviews,,,https://webscraper.io/test-sites/e-commerce/static/product/90,10
Computers,Laptops,$494.71,494.71,"Acer Aspire 3 A315-51 Black, 15.6"" FHD, Core i3-7100U, 4GB, 500GB + 128GB SSD, Windows 10 Home",2 reviews,,,https://webscraper.io/test-sites/e-commerce/static/product/91,11
Computers,Laptops,$497.17,497.17,"Dell Vostro 15 (3568) Red, 15.6"" HD, Core i5-7200U, 4GB, 1TB, Radeon R5 M420 2GB, Linux",9 reviews,,,https://webscraper.io/test-sites/e-commerce/static/product/92,11
Computers,Laptops,$498.23,498.23,"Lenovo V510 Black, 15.6"" FHD, Core i3-7100U, 4GB, 128GB SSD, Windows 10 Pro",5 reviews,,,https://webscraper.io/test-sites/e-commerce/static/product/93,11
Computers,Laptops,$1096.02,1096.02,"Lenovo ThinkPad L460, 14"" FHD IPS, Core i7-6600U, 8GB, 256GB SSD, Windows 10 Pro",14 reviews,,,https://webscraper.io/test-sites/e-commerce/static/product/94,11
Computers,Laptops,$1098.42,1098.42,"Dell Inspiron 15 (7567) Black, 15.6"" FHD, Core i5-7300HQ, 8GB, 256GB SSD, GeForce GTX 1050 4GB, Windows 10 Home",7 reviews,,,https://webscraper.io/test-sites/e-commerce/static/product/95,11
Computers,Laptops,$1099,1099.0,"MSI GL72M 7RDX, 17.3"" FHD, Core i5-7300HQ, 8GB, 1TB + 128GB SSD, GeForce GTX 1050 2GB, Windows 10 Home",1 reviews,,,https://webscraper.io/test-sites/e-commerce/static/product/96,11
Computers,Laptops,$1099,1099.0,"Asus ROG Strix GL553VD-DM535T, 15.6"" FHD, Core i7-7700HQ, 8GB, 1TB + 128GB SSD, GeForce GTX 1050 2GB, Windows 10 Home, Eng kbd",9 reviews,,,https://webscraper.io/test-sites/e-commerce/static/product/97,12
Computers,Laptops,$1101.83,1101.83,"Apple MacBook Air 13.3"", Core i5 1.8GHz, 8GB, 128GB SSD, Intel HD 4000, RUS",4 reviews,,,https://webscraper.io/test-sites/e-commerce/static/product/98,12
Computers,Laptops,$1102.66,1102.66,"Dell Latitude 5280, 12.5"" HD, Core i5-7300U, 8GB, 256GB SSD, Windows 10 Pro",8 reviews,,,https://webscraper.io/test-sites/e-commerce/static/product/99,12
Computers,Laptops,$1110.14,1110.14,"Dell Latitude 5480, 14"" FHD, Core i5-7300U, 8GB, 500GB, Linux + Windows 10 Home",4 reviews,,,https://webscraper.io/test-sites/e-commerce/static/product/100,12
Computers,Laptops,$1112.91,1112.91,"Lenovo Legion Y520-15IKBM, Black, 15.6"" FHD IPS, Core i5-7300HQ, 8 GB, 128GB SSD + 2 TB HDD, NVIDIA GeForce GTX 1060 6 GB, FreeDOS + Windows 10 Home",1 reviews,,,https://webscraper.io/test-sites/e-commerce/static/product/101,12
Computers,Laptops,$1114.55,1114.55,"Toshiba Portege Z30-C-16J Grey, 13.3"" FHD, Core i5-6200U, 8GB, 256GB SSD, Windows 10 Pro",0 reviews,,,https://webscraper.io/test-sites/e-commerce/static/product/102,12
Computers,Laptops,$1123.87,1123.87,"Acer Predator Helios 300 (PH317-51), 17.3"" FHD IPS, Core i5-7300HQ, 8GB, 1TB + 128GB SSD, GeForce GTX 1050Ti 4GB, Windows 10 Home",1 reviews,,,https://webscraper.io/test-sites/e-commerce/static/product/103,13
Computers,Laptops,$1123.87,1123.87,"Acer Aspire 7 A715-71G, 15.6"" FHD IPS, Core i7-7700HQ, 8GB, 128GB SSD + 1TB HDD, GTX 1050 Ti 4GB, Windows 10 Home",4 reviews,,,https://webscraper.io/test-sites/e-commerce/static/product/104,13
Computers,Laptops,$1124.2,1124.2,"Dell Inspiron 17 2in1 (7779) Silver, 17.3"" FHD Touch, Core i5-7200U, 12GB, 1TB, GeForce GT940MX 2GB, Windows 10 Home",10 reviews,,,https://webscraper.io/test-sites/e-commerce/static/product/105,13
Computers,Laptops,$1133.82,1133.82,"Dell Latitude 5480, 14"" FHD, Core i5-7300U, 8GB, 500GB, Windows 10 Pro",14 reviews,,,https://webscraper.io/test-sites/e-commerce/static/product/106,13
Computers,Laptops,$1133.91,1133.91,"Lenovo Legion Y520, 15.6"" FHD, Core i7-7700HQ, 8GB, 128 GB SSD + 1TB HDD, GTX 1050 4GB, Windows 10 Home",13 reviews,,,https://webscraper.io/test-sites/e-commerce/static/product/107,13
Computers,Laptops,$1139.54,1139.54,"Asus AsusPro Advanced BU401LA-FA271G Dark Grey, 14"", Core i5-4210U, 4GB, 128GB SSD, Win7 Pro 64bit, ENG",7 reviews,,,https://webscraper.io/test-sites/e-commerce/static/product/108,13
Computers,Laptops,$1140.62,1140.62,"Acer Nitro 5 AN515-51, 15.6"" FHD IPS, Core i7-7700HQ, 8GB, 256GB SSD +1TB, GeForce GTX 1050 Ti 4GB, Windows 10 Home + Windows 10 Home",14 reviews,,,https://webscraper.io/test-sites/e-commerce/static/product/109,14
Computers,Laptops,$1143.4,1143.4,"Dell Latitude 5480, 14"" FHD, Core i5-7440HQ, 8GB, 256GB SSD, Windows 10 Pro",5 reviews,,,https://webscraper.io/test-sites/e-commerce/static/product/110,14
Computers,Laptops,$1144.2,1144.2,"Dell Inspiron 15 (7567) Black, 15.6"" FHD, Core i7-7700HQ, 8GB, 1TB, GeForce GTX 1050 Ti 4GB, Linux + Windows 10 Home",2 reviews,,,https://webscraper.io/test-sites/e-commerce/static/product/111,14
Computers,Laptops,$1144.4,1144.4,"Dell Latitude 5580, 15.6"" FHD, Core i5-7300U, 8GB, 256GB SSD, Windows 10 Pro",10 reviews,,,https://webscraper.io/test-sites/e-commerce/static/product/112,14
Computers,Laptops,$1149,1149.0,"MSI GP62M 7RDX Leopard, 15.6"" FHD, Core i7-7700HQ, 8GB, 1TB + 128GB SSD, GeForce GTX 1050 2GB, Windows 10 Home",11 reviews,,,https://webscraper.io/test-sites/e-commerce/static/product/113,14
Computers,Laptops,$1149.73,1149.73,"Lenovo Yoga 720 Grey, 15.6"" FHD IPS, Core i5-7300HQ, 8GB, 256GB SSD, GeForce GTX 1050 2GB, Windows 10 Home",12 reviews,,,https://webscraper.io/test-sites/e-commerce/static/product/114,14
Computers,Laptops,$1154.04,1154.04,"Toshiba Portege Z30-C-16L Grey, 13.3"" FHD, Core i7-6500U, 8GB, 256GB SSD, Windows 10 Pro",7 reviews,,,https://webscraper.io/test-sites/e-commerce/static/product/115,15
Computers,Laptops,$1170.1,1170.1,"Acer TravelMate P645-S-511A Black, 14"" FHD IPS, Core i5-5200U, 8GB, 256GB SSD, 3G, Windows 10 Pro",0 reviews,,,https://webscraper.io/test-sites/e-commerce/static/product/116,15
Computers,Laptops,$1178.19,1178.19,"Dell Latitude 5580, 15.6"" FHD, Core i5-7300U, 16GB, 256GB SSD, Linux + Windows 10 Home",6 reviews,,,https://webscraper.io/test-sites/e-commerce/static/product/117,15
Computers,Laptops,$1179,1179.0,"MSI GS63 7RD Stealth, 15.6"" FHD IPS, Core i7-7700HQ, 8GB, 256GB SSD, GeForce GTX 1050 2GB, DOS + Windows 10 Home",2 reviews,,,https://webscraper.io/test-sites/e-commerce/static/product/118,15
Computers,Laptops,$1187.88,1187.88,"Dell Latitude 5480, 14"" FHD, Core i5-7300U, 8GB, 256GB SSD, Windows 10 Pro",5 reviews,,,https://webscraper.io/test-sites/e-commerce/static/product/119,15
Computers,Laptops,$1187.98,1187.98,"Acer Predator Helios 300 (PH317-51), 17.3"" FHD IPS, Core i7-7700HQ. 8GB, 128GB SSD +1TB, GeForce GTX 1050Ti 4GB, Linux + Windows 10 Home",14 reviews,,,https://webscraper.io/test-sites/e-commerce/static/product/120,15
Computers,Laptops,$1199,1199.0,"MSI GL62M 7REX, 15.6"" FHD, Core i7-7700HQ, 8GB, 1TB + 128GB SSD, GeForce GTX 1050 Ti 2GB, Windows 10 Home",7 reviews,,,https://webscraper.io/test-sites/e-commerce/static/product/121,16
Computers,Laptops,$1199,1199.0,"MSI GL62M 7REX2, 15.6"" FHD, Core i7-7700HQ, 8GB, 1TB + 128GB SSD, GeForce GTX 1050 Ti 2GB, Windows 10 Home",12 reviews,,,https://webscraper.io/test-sites/e-commerce/static/product/122,16
Computers,Laptops,$1199.73,1199.73,"Lenovo Yoga 910 Grey, 13.9"" FHD Touch, Core i5-7200U, 8GB, 256GB SSD, Windows 10 Home",7 reviews,,,https://webscraper.io/test-sites/e-commerce/static/product/123,16
Computers,Laptops,$1203.41,1203.41,"Toshiba Portege X30-D-10J Black/Blue, 13.3"" FHD IPS, Core i5-7200U, 8GB, 256GB SSD, Windows 10 Pro",13 reviews,,,https://webscraper.io/test-sites/e-commerce/static/product/124,16
Computers,Laptops,$1212.16,1212.16,"Lenovo IdeaPad Miix 510 Platinum Silver, 12.2"" IPS Touch, Core i5-7200U, 8GB, 256GB SSD, 4G, Windows 10 Pro",0 reviews,,,https://webscraper.io/test-sites/e-commerce/static/product/125,16
Computers,Laptops,$1221.58,1221.58,"Acer Predator Helios 300 (PH317-51), 17.3"" FHD IPS, Core i7-7700HQ, 8GB, 1TB + 128GB SSD, GeForce GTX 1050 Ti 4GB, Windows 10 Home",9 reviews,,,https://webscraper.io/test-sites/e-commerce/static/product/126,16
Computers,Laptops,$1235.49,1235.49,"Asus VivoBook Pro 15 N580VN-FI006T Gold Metal, 15.6"" UHD, Core i7-7700HQ, 16GB, 1TB + 256GB SSD, GeForce MX150 2GB, Windows 10 Home, Eng kbd",10 reviews,,,https://webscraper.io/test-sites/e-commerce/static/product/127,17
Computers,Laptops,$1238.37,1238.37,"Dell Latitude 5480, 14"" FHD, Core i7-7600U, 8GB, 256GB SSD, Linux",0 reviews,,,https://webscraper.io/test-sites/e-commerce/static/product/128,17
Computers,Laptops,$1239.2,1239.2,"Asus ZenBook UX530UX-FY040T Blue, 15.6"" FHD, Core i7-7500U, 8GB, 512GB SSD, GeForce GTX950M 2GB, Windows 10 Home, Eng kbd",14 reviews,,,https://webscraper.io/test-sites/e-commerce/static/product/129,17
Computers,Laptops,$1259,1259.0,"Asus ROG Strix GL753VE-GC096T, 17.3"" FHD, Core i7-7700HQ, 8GB, 1TB + 128GB SSD, GeForce GTX 1050 Ti 4GB, Windows 10 Home, Eng kbd",7 reviews,,,https://webscraper.io/test-sites/e-commerce/static/product/130,17
Computers,Laptops,$1260.13,1260.13,"Apple MacBook Air 13"", i5 1.8GHz, 8GB, 256GB SSD, Intel HD 6000, ENG",8 reviews,,,https://webscraper.io/test-sites/e-commerce/static/product/131,17
Computers,Laptops,$1271.06,1271.06,"Dell Latitude 5480, 14"" FHD, Core i7-7600U, 8GB, 1TB, GeForce GT930MX, Windows 10 Pro",13 reviews,,,https://webscraper.io/test-sites/e-commerce/static/product/132,17
Computers,Laptops,$1273.11,1273.11,"Hewlett Packard Spectre 13-v106na Dark Ash Silver, 13.3"" FHD IPS, Core i5-7200U, 8GB, 256GB SSD, Windows 10 Home",8 reviews,,,https://webscraper.io/test-sites/e-commerce/static/product/133,18
Computers,Laptops,$1294.74,1294.74,"Toshiba Portege Z30-C-16K Grey, 13.3"" FHD, Core i5-6200U, 8GB, 256GB SSD, 4G, Windows 10 Pro",6 reviews,,,https://webscraper.io/test-sites/e-commerce/static/product/134,18
Computers,Laptops,$1299,1299.0,"MSI GL62VR 7RFX, 15.6"" FHD, Core i7-7700HQ, 8GB, 1TB + 256GB SSD, GeForce GTX 1060 3GB, Windows 10 Home",1 reviews,,,https://webscraper.io/test-sites/e-commerce/static/product/135,18
Computers,Laptops,$1310.39,1310.39,"Dell Latitude 5480, 14"" FHD, Core i7-7600U, 8GB, 256GB SSD, Windows 10 Pro",8 reviews,,,https://webscraper.io/test-sites/e-commerce/static/product/136,18
Computers,Laptops,$1326.83,1326.83,"Hewlett Packard ProBook 640 G3, 14"" FHD, Core i7-7600U, 8GB, 256GB SSD, Windows 10 Pro",2 reviews,,,https://webscraper.io/test-sites/e-commerce/static/product/137,18
Computers,Laptops,$1333,1333.0,"Apple MacBook Pro 13"" Space Gray, Core i5 2.3GHz, 8GB, 128GB SSD, Iris Plus 640, ENG",0 reviews,,,https://webscraper.io/test-sites/e-commerce/static/product/138,18
Computers,Laptops,$1337.28,1337.28,"Dell Latitude 5580, 15.6"" FHD, Core i7-7600U, 8GB, 256GB SSD, GeForce GT930MX, Windows 10 Pro",6 reviews,,,https://webscraper.io/test-sites/e-commerce/static/product/139,19
Computers,Laptops,$1338.37,1338.37,"Dell Latitude 5480, 14"" FHD, Core i7-7600U, 8GB, 256GB SSD, Linux + Windows 10 Home",11 reviews,,,https://webscraper.io/test-sites/e-commerce/static/product/140,19
Computers,Laptops,$1341.22,1341.22,"Dell Latitude 5580, 15.6"" FHD, Core i7-7600U, 16GB, 256GB SSD, GeForce GT930MX, Linux",3 reviews,,,https://webscraper.io/test-sites/e-commerce/static/product/141,19
Computers,Laptops,$1347.78,1347.78,"Apple MacBook Air 13"", Intel Core i5 1.8GHz, 8GB, 256GB SSD, Intel HD 6000, RUS",11 reviews,,,https://webscraper.io/test-sites/e-commerce/static/product/142,19
Computers,Laptops,$1349.23,1349.23,"Lenovo ThinkPad T470, 14"" FHD IPS, Core i5-7200U, 8GB, 256GB SSD, Windows 10 Pro",5 reviews,,,https://webscraper.io/test-sites/e-commerce/static/product/143,19
Computers,Laptops,$1362.24,1362.24,"Lenovo ThinkPad Yoga 370 Black, 13.3"" FHD IPS Touch, Core i5-7200U, 8GB, 256GB SSD, 4G, Windows 10 Pro",12 reviews,,,https://webscraper.io/test-sites/e-commerce/static/product/144,19
Computers,Laptops,$1366.32,1366.32,"Toshiba Portege X20W-D-10V Black/Blue, 12.5"" FHD Touch, Core i7-7500U, 8GB, 512GB SSD, Windows 10 Pro",11 reviews,,,https://webscraper.io/test-sites/e-commerce/static/product/145,20
Computers,Laptops,$1381.13,1381.13,"Asus ASUSPRO B9440UA-GV0279R Gray, 14"" FHD, Core i7-7500U, 16GB, 512GB SSD, Windows 10 Pro, Eng kbd",4 reviews,,,https://webscraper.io/test-sites/e-commerce/static/product/146,20
